BOTTLE,20240810CCHHYDRO
320620180309  ,S04P       ,57      ,  1,12         ,12         ,2,20180411,1025, -66.9948,-164.7579,     3802,   1584.6,0.6849138888888889332,34.708933908928522,2,  34.7074,2,205.07015850409948,2, 205.3022,2,    205.0,2,    125.4,2,    32.44,2,     0.00,2,     2.21,2,    0.139,2,    0.077,2,  -0.0700,2,   2264.9,2,  2363.76,2,   7.5961,6,    24.92,     -999,9,     -999,9,   0.6865,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.062,1,    4.668,1,    0.128,1,  20.9400,2,     -999,9,20180411,1120, -66.9933,-164.7570,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,57      ,  1,11         ,11         ,2,20180411,1025, -66.9948,-164.7579,     3802,   1757.3,0.6205666666666667108,34.706701366888780,2,  34.7056,2,207.13846533915142,2, 206.8913,2,    206.7,2,    126.3,2,    32.46,2,     0.00,2,     2.20,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,   0.6204,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.060,1,    4.669,1,    0.125,1,     -999,9,     -999,9,20180411,1116, -66.9934,-164.7570,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,57      ,  1,10         ,10         ,2,20180411,1025, -66.9948,-164.7579,     3802,   1961.2,0.5406694444444444247,34.704700865201019,2,  34.7015,2,208.81303503213863,2, 209.2055,2,    209.1,2,    127.3,2,    32.52,2,     0.00,2,     2.23,2,    0.182,2,    0.105,2,   0.1900,2,   2264.6,2,  2364.18,2,   7.5910,6,    24.92,     -999,9,     -999,9,   0.5419,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.060,1,    4.669,1,    0.126,1,  19.1900,2,     -999,9,20180411,1111, -66.9937,-164.7573,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,57      ,  1,9          ,9          ,2,20180411,1025, -66.9948,-164.7579,     3802,   2205.6,0.4575138888888888311,34.702743790066613,2,  34.7021,2,211.33256705527933,2, 211.6053,2,    210.5,2,    128.9,2,    32.59,2,     0.00,2,     2.22,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,   0.4572,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.669,1,    0.125,1,     -999,9,     -999,9,20180411,1106, -66.9939,-164.7575,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,57      ,  1,8          ,8          ,2,20180411,1025, -66.9948,-164.7579,     3802,   2385.1,0.4090527777777778207,34.701664497367474,2,  34.7009,2,212.84943217089727,2, 213.0046,2,    213.1,2,    130.1,2,    32.63,2,     0.00,2,     2.21,2,    0.256,2,    0.146,2,   0.1300,2,   2265.8,2,  2364.06,2,   7.5934,2,    24.93,     -999,9,     -999,9,   0.4093,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.060,1,    4.669,1,    0.126,1,  20.0600,2,     -999,9,20180411,1101, -66.9942,-164.7578,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,57      ,  1,7          ,7          ,2,20180411,1025, -66.9948,-164.7579,     3802,   2589.7,0.3436472222222222150,34.699339040964134,2,  34.6982,2,214.70794155209745,2, 215.1032,2,    214.9,2,    130.4,2,    32.65,2,     0.00,2,     2.22,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,   0.3436,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.668,1,    0.126,1,     -999,9,     -999,9,20180411,1056, -66.9939,-164.7574,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,57      ,  1,6          ,6          ,2,20180411,1025, -66.9948,-164.7579,     3802,   2758.3,0.2922194444444444206,34.696489846762084,2,  34.6956,2,216.84760816937927,2, 219.6964,3,    216.2,2,    130.4,2,    32.69,2,     0.00,2,     2.23,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,   0.2943,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.668,1,    0.125,1,     -999,9,     -999,9,20180411,1052, -66.9935,-164.7572,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,57      ,  1,5          ,5          ,2,20180411,1025, -66.9948,-164.7579,     3802,   2961.2,0.2323694444444444895,34.692417852204287,2,  34.6909,2,219.30560597442761,2, 220.4016,2,    219.5,2,    127.5,2,    32.65,2,     0.00,2,     2.22,2,    0.701,2,    0.387,2,   0.0900,2,   2263.3,2,  2363.85,2,   7.5913,2,    24.93,     -999,9,     -999,9,   0.2321,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.668,1,    0.126,1,  19.3100,2,     -999,9,20180411,1047, -66.9937,-164.7570,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,57      ,  1,4          ,4          ,2,20180411,1025, -66.9948,-164.7579,     3802,   3179.0,0.2166111111111110599,34.690298757470174,2,  34.6888,2,220.40244030504755,2, 219.0988,2,    219.8,2,    126.2,2,    32.59,2,     0.00,2,     2.22,2,    0.821,2,    0.443,2,   0.2500,2,   2262.9,2,  2362.17,2,   7.5926,2,    24.92,     -999,9,     -999,9,   0.2155,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.667,1,    0.126,1,  19.3600,2,     -999,9,20180411,1042, -66.9943,-164.7577,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,57      ,  1,3          ,3          ,2,20180411,1025, -66.9948,-164.7579,     3802,   3384.1,0.2188305555555555559,34.689167970838263,3,  34.6870,2,220.11092924892878,2, 220.2006,2,    220.6,2,    125.7,2,    32.56,2,     0.00,2,     2.22,2,    0.885,2,    0.465,2,   0.3300,2,   2262.6,2,  2361.97,2,   7.5965,2,    24.91,     -999,9,     -999,9,   0.2178,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.666,1,    0.128,1,  19.9100,2,     -999,9,20180411,1037, -66.9945,-164.7579,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,57      ,  1,2          ,2          ,2,20180411,1025, -66.9948,-164.7579,     3802,   3638.4,0.2385194444444444506,34.689073812170129,2,  34.6876,2,220.93268482531565,2, 220.3020,2,    220.3,2,    125.4,2,    32.62,2,     0.00,2,     2.22,2,    0.898,2,    0.482,2,   0.5400,2,   2261.7,2,  2362.06,2,   7.5931,2,    24.91,     -999,9,     -999,9,   0.2378,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.666,1,    0.127,1,  19.2800,2,     -999,9,20180411,1031, -66.9945,-164.7576,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,57      ,  1,1          ,1          ,2,20180411,1025, -66.9948,-164.7579,     3802,   3866.0,0.2597333333333333716,34.688899006479389,2,  34.6884,2,224.48721093286488,3, 218.5004,2,    220.2,2,    124.7,2,    32.59,2,     0.00,2,     2.23,2,    0.897,2,    0.470,2,   0.1700,2,   2263.5,6,  2361.79,2,     -999,5,     -999,     -999,9,     -999,9,   0.2590,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.665,1,    0.126,1,  20.1600,2,     -999,9,20180411,1025, -66.9948,-164.7579,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,58      ,  2,36         ,36         ,2,20180411,2132, -67.0013,-163.3845,     3985,      5.7,-1.2788444444444444503,33.979469822241406,2,  33.9763,2,341.98213441748612,3, 346.8999,2,    347.2,2,     63.3,2,    26.60,2,     0.16,2,     1.86,2,    5.674,2,    3.136,2,   3.7600,2,   2189.1,6,  2302.41,2,   7.6467,2,    24.92,     46.5,2,     -999,9,  -1.9330,4,     -999,9,     -999,9,     -999,     -999,9,    29.10,2,     -999,1,     -999,9,    0.173,1,    4.611,1,    0.180,1,  16.3100,2,     -999,9,20180411,2358, -67.0059,-163.3764,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,35         ,35         ,2,20180411,2132, -67.0013,-163.3845,     3985,     23.1,-1.2793055555555554736,33.979409115005161,2,  33.9755,2,343.09781393670659,3, 346.8938,2,    347.1,2,     63.1,2,    26.57,2,     0.17,2,     1.85,2,    5.669,2,    3.118,2,   3.7600,2,   2188.4,2,  2302.15,2,   7.6471,2,    24.94,     -999,5,     -999,9,  -1.2817,2,     -999,9,     -999,9,     -999,     -999,9,     -999,5,     -999,1,     -999,9,    0.145,1,    4.609,1,    0.182,1,  16.7200,2,     -999,9,20180411,2357, -67.0059,-163.3764,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,34         ,34         ,2,20180411,2132, -67.0013,-163.3845,     3985,     52.8,-1.2829611111111112187,33.979813892975947,2,  33.9761,2,344.41542519141416,2, 346.8993,2,    347.0,2,     63.1,2,    26.61,2,     0.17,2,     1.85,2,    5.644,2,    3.120,2,   3.6100,2,   2190.7,2,  2304.21,2,   7.6480,2,    24.93,     49.8,2,     -999,9,  -1.2839,2,     -999,9,     -999,9,     -999,     -999,9,    28.90,2,     -999,1,     -999,9,    0.142,1,    4.610,1,    0.184,1,  16.2300,2,     -999,9,20180411,2357, -67.0058,-163.3767,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,33         ,33         ,2,20180411,2132, -67.0013,-163.3845,     3985,     73.5,-1.2764750000000000263,33.981906195706884,2,  33.9774,2,344.94798524387755,2, 346.4007,2,    346.3,2,     63.0,2,    26.65,2,     0.17,2,     1.86,2,    5.665,2,    3.137,2,   3.8900,2,   2188.8,2,  2304.71,2,   7.6441,2,    24.93,     47.2,2,     -999,9,  -1.2807,2,     -999,9,     -999,9,     -999,     -999,9,    29.70,2,     -999,1,     -999,9,    0.144,1,    4.611,1,    0.188,1,  16.5100,2,     -999,9,20180411,2356, -67.0057,-163.3768,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,32         ,32         ,2,20180411,2132, -67.0013,-163.3845,     3985,     99.8,-0.8896472222222221449,34.367354543666266,2,  34.3631,2,261.61054940959940,3, 252.2002,2,    252.4,2,     74.5,2,    31.28,2,     0.16,2,     2.14,2,    3.141,6,    1.713,6,   1.7300,6,   2232.7,2,  2326.01,2,   7.5809,2,    24.93,     44.3,2,     -999,9,  -0.8880,2,     -999,9,     -999,9,     -999,     -999,9,    33.60,2,     -999,1,     -999,9,    0.111,1,    4.621,1,    0.168,1,  20.0100,6,     -999,9,20180411,2355, -67.0056,-163.3775,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,31         ,31         ,2,20180411,2132, -67.0013,-163.3845,     3985,    126.4,0.4880722222222220741,34.561008759274969,2,  34.5554,2,205.01676137299111,2, 206.7021,2,    206.4,2,     84.5,2,    33.03,2,     0.02,2,     2.23,2,     -999,9,     -999,9,     -999,9,   2252.2,2,  2334.94,2,   7.5592,2,    24.93,     43.0,2,     -999,9,   0.4784,2,     -999,9,     -999,9,     -999,     -999,9,    35.00,2,     -999,1,     -999,9,    0.074,1,    4.655,1,    0.144,1,     -999,9,     -999,9,20180411,2353, -67.0055,-163.3788,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,30         ,30         ,2,20180411,2132, -67.0013,-163.3845,     3985,    149.9,1.0819916666666666849,34.639980095457304,2,  34.6346,2,188.49270636343726,2, 193.0968,3,    189.6,2,     89.6,2,    33.43,2,     0.02,2,     2.25,2,    0.986,2,    0.533,2,   0.6000,2,   2258.6,2,  2343.10,2,   7.5553,2,    24.94,     43.1,2,     -999,9,   1.0782,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.071,1,    4.657,1,    0.139,1,  21.9600,2,     -999,9,20180411,2351, -67.0053,-163.3791,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,29         ,29         ,2,20180411,2132, -67.0013,-163.3845,     3985,    201.7,1.4781499999999998529,34.704488629918274,2,  34.7035,2,181.37260451198824,2, 182.3041,2,    181.4,2,     94.1,2,    33.31,2,     0.02,2,     2.25,2,    0.452,2,    0.247,2,   0.2600,2,   2262.2,6,  2351.96,2,   7.5595,2,    24.92,     41.4,2,     -999,9,   1.4769,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.067,1,    4.657,1,    0.141,1,  21.9900,2,     -999,9,20180411,2348, -67.0050,-163.3798,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,28         ,28         ,2,20180411,2132, -67.0013,-163.3845,     3985,    251.4,1.5149361111111110390,34.722101741244423,2,  34.7202,2,181.51898309139168,2, 181.8035,2,    181.9,2,     96.5,2,    33.04,2,     0.00,2,     2.23,2,    0.331,2,    0.178,2,   0.1100,2,   2262.2,2,  2351.61,2,   7.5681,6,    24.93,     41.5,2,     -999,9,   1.5139,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.065,1,    4.660,1,    0.140,1,  21.0800,2,     -999,9,20180411,2346, -67.0048,-163.3801,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,27         ,27         ,2,20180411,2132, -67.0013,-163.3845,     3985,    303.7,1.4851694444444445420,34.727499628033812,2,  34.7251,2,183.35722449136452,2, 183.2959,2,    182.9,2,     98.0,2,    32.89,2,     0.00,2,     2.21,2,    0.284,2,    0.152,2,   0.0300,2,   2260.1,2,  2351.66,2,   7.5742,2,    24.93,     39.1,2,     -999,9,   1.4846,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.063,1,    4.662,1,    0.139,1,  21.3500,2,     -999,9,20180411,2343, -67.0047,-163.3803,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,58      ,  2,26         ,26         ,2,20180411,2132, -67.0013,-163.3845,     3985,    351.8,1.4443555555555558367,34.729556175341592,2,  34.7270,2,184.56889750149210,2, 184.6011,2,    185.2,2,    100.1,2,    32.80,2,     0.00,2,     2.20,2,    0.252,2,    0.135,2,   0.1000,2,   2262.5,2,  2354.91,2,   7.5739,2,    24.92,     40.9,2,     -999,9,   1.4417,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.064,1,    4.663,1,    0.136,1,  20.8500,2,     -999,9,20180411,2340, -67.0046,-163.3803,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
